"ID","age","value"
"1.60.58","Number of Distinct Operands","5"
"1.60.58","Number of Operator Occurrences","9"
"1.60.58","Number of Operand Occurrences","6"
"1.60.58","Component Length","15"
"1.60.58","Component Volume","47.54"
"1.60.58","Vocabulary Size","9"
"1.60.58","Program Level","0.41"
"1.60.58","Program Differences","2.4"
"1.60.58","Effeciency","114.11"
"1.60.58","Program Time","6.33"
"1.60.58","Itergration","19.81"
"1.60.58","Bug","0.01"
"1.60.58","Number of Exit Points","1"
"1.60.58","Number of Statements","3"
"1.60.58","Number of Structuring Levels","1"
"1.60.58","Number of Unconditional Jumps","0"
"1.60.58","Number of Go to Statements","0"
"1.60.58","Number of Decision Statements","0"
"1.60.58","Average Statement Size","5"
"1.60.58","Language Scope","1.66"
"1.60.58","Number of Function Parameters","0"
"1.60.58","Number of Calling Functions","0"
"1.60.58","Number of Called Functions","0"
"1.60.58","Cyclomatic Complexity","1"
"1.60.58","Number of Entry Points","1"
"1.60.59","Number of Distinct Operators","5"
"1.60.59","Number of Distinct Operands","5"
"1.60.59","Number of Operator Occurrences","10"
"1.60.59","Number of Operand Occurrences","6"
"1.60.59","Component Length","16"
"1.60.59","Component Volume","53.15"
"1.60.59","Vocabulary Size","10"
"1.60.59","Program Level","0.33"
"1.60.59","Program Differences","3"
"1.60.59","Effeciency","159.45"
"1.60.59","Program Time","8.85"
"1.60.59","Itergration","17.71"
"1.60.59","Bug","0.01"
"1.60.59","Number of Exit Points","1"
"1.60.59","Number of Statements","3"
"1.60.59","Number of Structuring Levels","1"
"1.60.59","Number of Unconditional Jumps","0"
"1.60.59","Number of Go to Statements","0"
"1.60.59","Number of Decision Statements","0"
"1.60.59","Average Statement Size","5.33"
"1.60.59","Language Scope","1.6"
"1.60.59","Number of Function Parameters","0"
"1.60.59","Number of Calling Functions","0"
"1.60.59","Number of Called Functions","0"
"1.60.59","Cyclomatic Complexity","1"
"1.60.59","Number of Entry Points","1"
"1.60.60","Number of Distinct Operators","6"
"1.60.60","Number of Distinct Operands","5"
"1.60.60","Number of Operator Occurrences","8"
"1.60.60","Number of Operand Occurrences","6"
"1.60.60","Component Length","14"
"1.60.60","Component Volume","48.43"
"1.60.60","Vocabulary Size","11"
"1.60.60","Program Level","0.27"
"1.60.60","Program Differences","3.6"
"1.60.60","Effeciency","174.35"
"1.60.60","Program Time","9.68"
"1.60.60","Itergration","13.45"
"1.60.60","Bug","0.01"
"1.60.60","Number of Exit Points","1"
"1.60.60","Number of Statements","3"
"1.60.60","Number of Structuring Levels","1"
"1.60.60","Number of Unconditional Jumps","0"
"1.60.60","Number of Go to Statements","0"
"1.60.60","Number of Decision Statements","0"
"1.60.60","Average Statement Size","4.66"
"1.60.60","Language Scope","1.27"
"1.60.60","Number of Function Parameters","0"
"1.60.60","Number of Calling Functions","0"
"1.60.60","Number of Called Functions","0"
"1.60.60","Cyclomatic Complexity","1"
"1.60.60","Number of Entry Points","1"
"1.60.61","Number of Distinct Operators","7"
"1.60.61","Number of Distinct Operands","4"
"1.60.61","Number of Operator Occurrences","9"
"1.60.61","Number of Operand Occurrences","6"
"1.60.61","Component Length","15"
"1.60.61","Component Volume","51.89"
"1.60.61","Vocabulary Size","11"
"1.60.61","Program Level","0.19"
"1.60.61","Program Differences","5.24"
"1.60.61","Effeciency","272.43"
"1.60.61","Program Time","15.13"
"1.60.61","Itergration","9.88"
"1.60.61","Bug","0.01"
"1.60.61","Number of Exit Points","1"
"1.60.61","Number of Statements","4"
"1.60.61","Number of Structuring Levels","2"
"1.60.61","Number of Unconditional Jumps","0"
"1.60.61","Number of Go to Statements","0"
"1.60.61","Number of Decision Statements","2"
"1.60.61","Average Statement Size","3.75"
"1.60.61","Language Scope","1.36"
"1.60.61","Number of Function Parameters","1"
"1.60.61","Number of Calling Functions","0"
"1.60.61","Number of Called Functions","0"
"1.60.61","Cyclomatic Complexity","3"
"1.60.61","Number of Entry Points","1"
"1.60.62","Number of Distinct Operators","6"
"1.60.62","Number of Distinct Operands","4"
"1.60.62","Number of Operator Occurrences","8"
"1.60.62","Number of Operand Occurrences","4"
"1.60.62","Component Length","12"
"1.60.62","Component Volume","39.86"
"1.60.62","Vocabulary Size","10"
"1.60.62","Program Level","0.33"
"1.60.62","Program Differences","3"
"1.60.62","Effeciency","119.58"
"1.60.62","Program Time","6.64"
"1.60.62","Itergration","13.28"
"1.60.62","Bug","0.01"
"1.60.62","Number of Exit Points","1"
"1.60.62","Number of Statements","3"
"1.60.62","Number of Structuring Levels","0"
"1.60.62","Number of Unconditional Jumps","0"
"1.60.62","Number of Go to Statements","0"
"1.60.62","Number of Decision Statements","0"
"1.60.62","Average Statement Size","4"
"1.60.62","Language Scope","1.2"
"1.60.62","Number of Function Parameters","0"
"1.60.62","Number of Calling Functions","0"
"1.60.62","Number of Called Functions","0"
"1.60.62","Cyclomatic Complexity","1"
"1.60.62","Number of Entry Points","1"
"1.60.63","Number of Distinct Operators","8"
"1.60.63","Number of Distinct Operands","4"
"1.60.63","Number of Operator Occurrences","10"
"1.60.63","Number of Operand Occurrences","6"
"1.60.63","Component Length","16"
"1.60.63","Component Volume","57.35"
"1.60.63","Vocabulary Size","12"
"1.60.63","Program Level","0.16"
"1.60.63","Program Differences","6"
"1.60.63","Effeciency","344.15"
"1.60.63","Program Time","19.11"
"1.60.63","Itergration","9.55"
"1.60.63","Bug","0.01"
"1.60.63","Number of Exit Points","1"
"1.60.63","Number of Statements","4"
"1.60.63","Number of Structuring Levels","2"
"1.60.63","Number of Unconditional Jumps","0"
"1.60.63","Number of Go to Statements","0"
"1.60.63","Number of Decision Statements","2"
"1.60.63","Average Statement Size","4"
"1.60.63","Language Scope","1.33"
"1.60.63","Number of Function Parameters","1"
"1.60.63","Number of Calling Functions","0"
"1.60.63","Number of Called Functions","0"
"1.60.63","Cyclomatic Complexity","3"
"1.60.63","Number of Entry Points","1"
"1.60.64","Number of Distinct Operators","9"
"1.60.64","Number of Distinct Operands","6"
"1.60.64","Number of Operator Occurrences","11"
"1.60.64","Number of Operand Occurrences","7"
"1.60.64","Component Length","18"
"1.60.64","Component Volume","70.32"
"1.60.64","Vocabulary Size","15"
"1.60.64","Program Level","0.19"
"1.60.64","Program Differences","5.25"
"1.60.64","Effeciency","369.2"
"1.60.64","Program Time","20.51"
"1.60.64","Itergration","13.39"
"1.60.64","Bug","0.02"
"1.60.64","Number of Exit Points","1"
"1.60.64","Number of Statements","4"
"1.60.64","Number of Structuring Levels","0"
"1.60.64","Number of Unconditional Jumps","0"
"1.60.64","Number of Go to Statements","0"
"1.60.64","Number of Decision Statements","0"
"1.60.64","Average Statement Size","4.5"
"1.60.64","Language Scope","1.2"
"1.60.64","Number of Function Parameters","0"
"1.60.64","Number of Calling Functions","0"
"1.60.64","Number of Called Functions","0"
"1.60.64","Cyclomatic Complexity","1"
"1.60.64","Number of Entry Points","1"
"1.60.65","Number of Distinct Operators","6"
"1.60.65","Number of Distinct Operands","5"
"1.60.65","Number of Operator Occurrences","6"
"1.60.65","Number of Operand Occurrences","4"
"1.60.65","Component Length","10"
"1.60.65","Component Volume","34.59"
"1.60.65","Vocabulary Size","11"
"1.60.65","Program Level","0.41"
"1.60.65","Program Differences","2.39"
"1.60.65","Effeciency","83.02"
"1.60.65","Program Time","4.61"
"1.60.65","Itergration","14.41"
"1.60.65","Bug","0.01"
"1.60.65","Number of Exit Points","1"
"1.60.65","Number of Statements","3"
"1.60.65","Number of Structuring Levels","1"
"1.60.65","Number of Unconditional Jumps","0"
"1.60.65","Number of Go to Statements","0"
"1.60.65","Number of Decision Statements","0"
"1.60.65","Average Statement Size","3.33"
"1.60.65","Language Scope","0.9"
"1.60.65","Number of Function Parameters","0"
"1.60.65","Number of Calling Functions","0"
"1.60.65","Number of Called Functions","0"
"1.60.65","Cyclomatic Complexity","1"
"1.60.65","Number of Entry Points","1"
"1.60.66","Number of Distinct Operators","7"
"1.60.66","Number of Distinct Operands","5"
"1.60.66","Number of Operator Occurrences","7"
"1.60.66","Number of Operand Occurrences","4"
"1.60.66","Component Length","11"
"1.60.66","Component Volume","39.43"
"1.60.66","Vocabulary Size","12"
"1.60.66","Program Level","0.35"
"1.60.66","Program Differences","2.8"
"1.60.66","Effeciency","110.41"
"1.60.66","Program Time","6.13"
"1.60.66","Itergration","14.08"
"1.60.66","Bug","0.01"
"1.60.66","Number of Exit Points","1"
"1.60.66","Number of Statements","7"
"1.60.66","Number of Structuring Levels","2"
"1.60.66","Number of Unconditional Jumps","0"
"1.60.66","Number of Go to Statements","0"
"1.60.66","Number of Decision Statements","1"
"1.60.66","Average Statement Size","1.57"
"1.60.66","Language Scope","0.91"
"1.60.66","Number of Function Parameters","0"
"1.60.66","Number of Calling Functions","0"
"1.60.66","Number of Called Functions","0"
"1.60.66","Cyclomatic Complexity","2"
"1.60.66","Number of Entry Points","1"
"1.60.67","Number of Distinct Operators","5"
"1.60.67","Number of Distinct Operands","7"
"1.60.67","Number of Operator Occurrences","9"
"1.60.67","Number of Operand Occurrences","6"
"1.60.67","Component Length","15"
"1.60.67","Component Volume","53.77"
"1.60.67","Vocabulary Size","12"
"1.60.67","Program Level","0.46"
"1.60.67","Program Differences","2.14"
"1.60.67","Effeciency","115.23"
"1.60.67","Program Time","6.4"
"1.60.67","Itergration","25.09"
"1.60.67","Bug","0.01"
"1.60.67","Number of Exit Points","1"
"1.60.67","Number of Statements","4"
"1.60.67","Number of Structuring Levels","1"
"1.60.67","Number of Unconditional Jumps","0"
"1.60.67","Number of Go to Statements","0"
"1.60.67","Number of Decision Statements","0"
"1.60.67","Average Statement Size","3.75"
"1.60.67","Language Scope","1.25"
"1.60.67","Number of Function Parameters","0"
"1.60.67","Number of Calling Functions","0"
"1.60.67","Number of Called Functions","0"
"1.60.67","Cyclomatic Complexity","1"
"1.60.67","Number of Entry Points","1"
"1.60.68","Number of Distinct Operators","4"
"1.60.68","Number of Distinct Operands","2"
"1.60.68","Number of Operator Occurrences","4"
"1.60.68","Number of Operand Occurrences","2"
"1.60.68","Component Length","6"
"1.60.68","Component Volume","15.5"
"1.60.68","Vocabulary Size","6"
"1.60.68","Program Level","0.5"
"1.60.68","Program Differences","2"
"1.60.68","Effeciency","31.01"
"1.60.68","Program Time","1.72"
"1.60.68","Itergration","7.75"
"1.60.68","Bug","0"
"1.60.68","Number of Exit Points","1"
"1.60.68","Number of Statements","1"
"1.60.68","Number of Structuring Levels","1"
"1.60.68","Number of Unconditional Jumps","0"
"1.60.68","Number of Go to Statements","0"
"1.60.68","Number of Decision Statements","0"
"1.60.68","Average Statement Size","6"
"1.60.68","Language Scope","1"
"1.60.68","Number of Function Parameters","1"
"1.60.68","Number of Calling Functions","0"
"1.60.68","Number of Called Functions","0"
"1.60.68","Cyclomatic Complexity","1"
"1.60.68","Number of Entry Points","1"
"1.60.69","Number of Distinct Operators","7"
"1.60.69","Number of Distinct Operands","3"
"1.60.69","Number of Operator Occurrences","7"
"1.60.69","Number of Operand Occurrences","3"
"1.60.69","Component Length","10"
"1.60.69","Component Volume","33.21"
"1.60.69","Vocabulary Size","10"
"1.60.69","Program Level","0.28"
"1.60.69","Program Differences","3.49"
"1.60.69","Effeciency","116.26"
"1.60.69","Program Time","6.45"
"1.60.69","Itergration","9.49"
"1.60.69","Bug","0.01"
"1.60.69","Number of Exit Points","1"
"1.60.69","Number of Statements","2"
"1.60.69","Number of Structuring Levels","1"
"1.60.69","Number of Unconditional Jumps","0"
"1.60.69","Number of Go to Statements","0"
"1.60.69","Number of Decision Statements","0"
"1.60.69","Average Statement Size","5"
"1.60.69","Language Scope","1"
"1.60.69","Number of Function Parameters","0"
"1.60.69","Number of Calling Functions","0"
"1.60.69","Number of Called Functions","0"
"1.60.69","Cyclomatic Complexity","1"
"1.60.69","Number of Entry Points","1"
"1.60.70","Number of Distinct Operators","12"
"1.60.70","Number of Distinct Operands","9"
"1.60.70","Number of Operator Occurrences","50"
"1.60.70","Number of Operand Occurrences","31"
"1.60.70","Component Length","81"
"1.60.70","Component Volume","355.77"
"1.60.70","Vocabulary Size","21"
"1.60.70","Program Level","0.04"
"1.60.70","Program Differences","20.66"
"1.60.70","Effeciency","7352.74"
"1.60.70","Program Time","408.48"
"1.60.70","Itergration","17.21"
"1.60.70","Bug","0.11"
"1.60.70","Number of Exit Points","1"
"1.60.70","Number of Statements","14"
"1.60.70","Number of Structuring Levels","2"
"1.60.70","Number of Unconditional Jumps","0"
"1.60.70","Number of Go to Statements","0"
"1.60.70","Number of Decision Statements","10"
"1.60.70","Average Statement Size","5.78"
"1.60.70","Language Scope","3.85"
"1.60.70","Number of Function Parameters","0"
"1.60.70","Number of Calling Functions","0"
"1.60.70","Number of Called Functions","0"
"1.60.70","Cyclomatic Complexity","11"
"1.60.70","Number of Entry Points","1"
"1.60.71","Number of Distinct Operators","4"
"1.60.71","Number of Distinct Operands","2"
"1.60.71","Number of Operator Occurrences","3"
"1.60.71","Number of Operand Occurrences","1"
"1.60.71","Component Length","4"
"1.60.71","Component Volume","10.33"
"1.60.71","Vocabulary Size","6"
"1.60.71","Program Level","1"
"1.60.71","Program Differences","1"
"1.60.71","Effeciency","10.33"
"1.60.71","Program Time","0.57"
"1.60.71","Itergration","10.33"
"1.60.71","Bug","0"
"1.60.71","Number of Exit Points","1"
"1.60.71","Number of Statements","1"
"1.60.71","Number of Structuring Levels","0"
"1.60.71","Number of Unconditional Jumps","0"
"1.60.71","Number of Go to Statements","0"
"1.60.71","Number of Decision Statements","0"
"1.60.71","Average Statement Size","4"
"1.60.71","Language Scope","0.66"
"1.60.71","Number of Function Parameters","0"
"1.60.71","Number of Calling Functions","0"
"1.60.71","Number of Called Functions","0"
"1.60.71","Cyclomatic Complexity","1"
"1.60.71","Number of Entry Points","1"
"1.60.72","Number of Distinct Operators","4"
"1.60.72","Number of Distinct Operands","2"
"1.60.72","Number of Operator Occurrences","5"
"1.60.72","Number of Operand Occurrences","2"
"1.60.72","Component Length","7"
"1.60.72","Component Volume","18.09"
"1.60.72","Vocabulary Size","6"
"1.60.72","Program Level","0.5"
"1.60.72","Program Differences","2"
"1.60.72","Effeciency","36.18"
"1.60.72","Program Time","2.01"
"1.60.72","Itergration","9.04"
"1.60.72","Bug","0"
"1.60.72","Number of Exit Points","1"
"1.60.72","Number of Statements","3"
"1.60.72","Number of Structuring Levels","1"
"1.60.72","Number of Unconditional Jumps","0"
"1.60.72","Number of Go to Statements","0"
"1.60.72","Number of Decision Statements","0"
"1.60.72","Average Statement Size","2.33"
"1.60.72","Language Scope","1.16"
"1.60.72","Number of Function Parameters","0"
"1.60.72","Number of Calling Functions","0"
"1.60.72","Number of Called Functions","0"
"1.60.72","Cyclomatic Complexity","1"
"1.60.72","Number of Entry Points","1"
"1.60.73","Number of Distinct Operators","1"
"1.60.73","Number of Distinct Operands","0"
"1.60.73","Number of Operator Occurrences","1"
"1.60.73","Number of Operand Occurrences","0"
"1.60.73","Component Length","1"
"1.60.73","Component Volume","0"
"1.60.73","Vocabulary Size","1"
"1.60.73","Program Level","0"
"1.60.73","Program Differences","0"
"1.60.73","Effeciency","0"
"1.60.73","Program Time","0"
"1.60.73","Itergration","0"
"1.60.73","Bug","0"
"1.60.73","Number of Exit Points","1"
"1.60.73","Number of Statements","1"
"1.60.73","Number of Structuring Levels","1"
"1.60.73","Number of Unconditional Jumps","0"
"1.60.73","Number of Go to Statements","0"
"1.60.73","Number of Decision Statements","0"
"1.60.73","Average Statement Size","1"
"1.60.73","Language Scope","1"
"1.60.73","Number of Function Parameters","1"
"1.60.73","Number of Calling Functions","0"
"1.60.73","Number of Called Functions","0"
"1.60.73","Cyclomatic Complexity","1"
"1.60.73","Number of Entry Points","1"
"1.60.74","Number of Distinct Operators","4"
"1.60.74","Number of Distinct Operands","2"
"1.60.74","Number of Operator Occurrences","5"
"1.60.74","Number of Operand Occurrences","2"
"1.60.74","Component Length","7"
"1.60.74","Component Volume","18.09"
"1.60.74","Vocabulary Size","6"
"1.60.74","Program Level","0.5"
